City_country,Rank,Attribute,Value
"Raleigh, United States of America",167,Summer dress ,37.29
"Raleigh, United States of America",167,Nike Runners ,81.5
"Bonn, Germany",168,Food,174.98
"Bonn, Germany",168,Public Transport,115.91
"Bonn, Germany",168,Petrol 50L ,113.5
"Bonn, Germany",168,Utility Bills ,284.99
"Bonn, Germany",168,Internet 60mbps ,36.06
"Bonn, Germany",168,Gym Monthly ,41.23
"Bonn, Germany",168,Cinema Ticket,11.59
"Bonn, Germany",168,Levi 501 Jeans ,78.89
"Bonn, Germany",168,Summer dress ,36.22
"Bonn, Germany",168,Nike Runners ,92.73
"Hobart, Australia",169,Food,169.55
"Hobart, Australia",169,Public Transport,62.15
"Hobart, Australia",169,Petrol 50L ,68
"Hobart, Australia",169,Utility Bills ,237.85
"Hobart, Australia",169,Internet 60mbps ,61.16
"Hobart, Australia",169,Gym Monthly ,54.37
"Hobart, Australia",169,Cinema Ticket,14.95
"Hobart, Australia",169,Levi 501 Jeans ,68.64
"Hobart, Australia",169,Summer dress ,32.85
"Hobart, Australia",169,Nike Runners ,73.05
"Arlington, United States of America",170,Food,243.98
"Arlington, United States of America",170,Public Transport,90
"Arlington, United States of America",170,Petrol 50L ,55
"Arlington, United States of America",170,Utility Bills ,148.98
"Arlington, United States of America",170,Internet 60mbps ,65.56
"Arlington, United States of America",170,Gym Monthly ,73.33
"Arlington, United States of America",170,Cinema Ticket,15
"Arlington, United States of America",170,Levi 501 Jeans ,56.75
"Arlington, United States of America",170,Summer dress ,37.5
"Arlington, United States of America",170,Nike Runners ,82.12
"Rome, Italy",171,Food,179.98
"Rome, Italy",171,Public Transport,36.88
"Rome, Italy",171,Petrol 50L ,103.5
"Rome, Italy",171,Utility Bills ,197.83
"Rome, Italy",171,Internet 60mbps ,29.26
"Rome, Italy",171,Gym Monthly ,52.72
"Rome, Italy",171,Cinema Ticket,9.48
"Rome, Italy",171,Levi 501 Jeans ,84.13
"Rome, Italy",171,Summer dress ,36.52
"Rome, Italy",171,Nike Runners ,96.47
"Bremen, Germany",173,Food,154.33
"Bremen, Germany",173,Public Transport,71.44
"Bremen, Germany",173,Petrol 50L ,114
"Bremen, Germany",173,Utility Bills ,222.28
"Bremen, Germany",173,Internet 60mbps ,36.88
"Bremen, Germany",173,Gym Monthly ,25.95
"Bremen, Germany",173,Cinema Ticket,10.27
"Bremen, Germany",173,Levi 501 Jeans ,83.77
"Bremen, Germany",173,Summer dress ,36.18
"Bremen, Germany",173,Nike Runners ,82.72
"Calgary, Canada",174,Food,173.06
"Calgary, Canada",174,Public Transport,83.01
"Calgary, Canada",174,Petrol 50L ,63
"Calgary, Canada",174,Utility Bills ,189.53
"Calgary, Canada",174,Internet 60mbps ,64.35
"Calgary, Canada",174,Gym Monthly ,58.99
"Calgary, Canada",174,Cinema Ticket,11.29
"Calgary, Canada",174,Levi 501 Jeans ,54.07
"Calgary, Canada",174,Summer dress ,44.06
"Calgary, Canada",174,Nike Runners ,75.78
"Milwaukee, United States of America",175,Food,153.99
"Milwaukee, United States of America",175,Public Transport,52.5
"Milwaukee, United States of America",175,Petrol 50L ,53
"Milwaukee, United States of America",175,Utility Bills ,200.67
"Milwaukee, United States of America",175,Internet 60mbps ,62.08
"Milwaukee, United States of America",175,Gym Monthly ,54.25
"Milwaukee, United States of America",175,Cinema Ticket,14.5
"Milwaukee, United States of America",175,Levi 501 Jeans ,51.7
"Milwaukee, United States of America",175,Summer dress ,43.57
"Milwaukee, United States of America",175,Nike Runners ,84.91
"Brampton, Canada",176,Food,160.44
"Brampton, Canada",176,Public Transport,88.94
"Brampton, Canada",176,Petrol 50L ,74
"Brampton, Canada",176,Utility Bills ,238.29
"Brampton, Canada",176,Internet 60mbps ,57.39
"Brampton, Canada",176,Gym Monthly ,30.28
"Brampton, Canada",176,Cinema Ticket,11.12
"Brampton, Canada",176,Levi 501 Jeans ,39.36
"Brampton, Canada",176,Summer dress ,31.45
"Brampton, Canada",176,Nike Runners ,63.28
"Nashville, United States of America",177,Food,204.66
"Nashville, United States of America",177,Public Transport,67.5
"Nashville, United States of America",177,Petrol 50L ,54
"Nashville, United States of America",177,Utility Bills ,190.35
"Nashville, United States of America",177,Internet 60mbps ,81.93
"Nashville, United States of America",177,Gym Monthly ,67
"Nashville, United States of America",177,Cinema Ticket,16
"Nashville, United States of America",177,Levi 501 Jeans ,51.45
"Nashville, United States of America",177,Summer dress ,35.85
"Nashville, United States of America",177,Nike Runners ,87.5
"Uppsala, Sweden",178,Food,178.68
"Uppsala, Sweden",178,Public Transport,93.94
"Uppsala, Sweden",178,Petrol 50L ,99.5
"Uppsala, Sweden",178,Utility Bills ,98.99
"Uppsala, Sweden",178,Internet 60mbps ,35.26
"Uppsala, Sweden",178,Gym Monthly ,31.69
"Uppsala, Sweden",178,Cinema Ticket,14.53
"Uppsala, Sweden",178,Levi 501 Jeans ,98.89
"Uppsala, Sweden",178,Summer dress ,30.26
"Uppsala, Sweden",178,Nike Runners ,73.82
"Tampa, United States of America",179,Food,185.11
"Tampa, United States of America",179,Public Transport,66
"Tampa, United States of America",179,Petrol 50L ,58
"Tampa, United States of America",179,Utility Bills ,168.49
"Tampa, United States of America",179,Internet 60mbps ,63.19
"Tampa, United States of America",179,Gym Monthly ,29.5
"Tampa, United States of America",179,Cinema Ticket,14
"Tampa, United States of America",179,Levi 501 Jeans ,46.13
"Tampa, United States of America",179,Summer dress ,30.5
"Tampa, United States of America",179,Nike Runners ,81
"Regina, Canada",180,Food,157.17
"Regina, Canada",180,Public Transport,65.22
"Regina, Canada",180,Petrol 50L ,70.5
"Regina, Canada",180,Utility Bills ,175.71
"Regina, Canada",180,Internet 60mbps ,60.21
"Regina, Canada",180,Gym Monthly ,37.24
"Regina, Canada",180,Cinema Ticket,10.01
"Regina, Canada",180,Levi 501 Jeans ,52.81
"Regina, Canada",180,Summer dress ,30.39
"Regina, Canada",180,Nike Runners ,73.19
"Mannheim, Germany",181,Food,159.29
"Mannheim, Germany",181,Public Transport,79.03
"Mannheim, Germany",181,Petrol 50L ,115
"Mannheim, Germany",181,Utility Bills ,274.63
"Mannheim, Germany",181,Internet 60mbps ,34.9
"Mannheim, Germany",181,Gym Monthly ,36.76
"Mannheim, Germany",181,Cinema Ticket,12.64
"Mannheim, Germany",181,Levi 501 Jeans ,81.67
"Mannheim, Germany",181,Summer dress ,33.37
"Mannheim, Germany",181,Nike Runners ,100.9
"Leeds, United Kingdom",182,Food,147
"Leeds, United Kingdom",182,Public Transport,92.25
"Leeds, United Kingdom",182,Petrol 50L ,98
"Leeds, United Kingdom",182,Utility Bills ,294.14
"Leeds, United Kingdom",182,Internet 60mbps ,40.72
"Leeds, United Kingdom",182,Gym Monthly ,37.71
"Leeds, United Kingdom",182,Cinema Ticket,9.84
"Leeds, United Kingdom",182,Levi 501 Jeans ,87.47
"Leeds, United Kingdom",182,Summer dress ,37.67
"Leeds, United Kingdom",182,Nike Runners ,74.68
"Virginia Beach, United States of America",183,Food,208.15
"Virginia Beach, United States of America",183,Public Transport,70
"Virginia Beach, United States of America",183,Petrol 50L ,52
"Virginia Beach, United States of America",183,Utility Bills ,109.17
"Virginia Beach, United States of America",183,Internet 60mbps ,73.62
"Virginia Beach, United States of America",183,Gym Monthly ,35
"Virginia Beach, United States of America",183,Cinema Ticket,12
"Virginia Beach, United States of America",183,Levi 501 Jeans ,60.38
"Virginia Beach, United States of America",183,Summer dress ,36.25
"Virginia Beach, United States of America",183,Nike Runners ,81.88
"Berlin, Germany",184,Food,162.05
"Berlin, Germany",184,Public Transport,89.57
"Berlin, Germany",184,Petrol 50L ,108
"Berlin, Germany",184,Utility Bills ,308.3
"Berlin, Germany",184,Internet 60mbps ,40.24
"Berlin, Germany",184,Gym Monthly ,40.57
"Berlin, Germany",184,Cinema Ticket,12.64
"Berlin, Germany",184,Levi 501 Jeans ,88.38
"Berlin, Germany",184,Summer dress ,37.06
"Berlin, Germany",184,Nike Runners ,85.48
"Lille, France",185,Food,154.61
"Lille, France",185,Public Transport,63.22
"Lille, France",185,Petrol 50L ,104.5
"Lille, France",185,Utility Bills ,153.55
"Lille, France",185,Internet 60mbps ,32.01
"Lille, France",185,Gym Monthly ,34.95
"Lille, France",185,Cinema Ticket,12.64
"Lille, France",185,Levi 501 Jeans ,95.89
"Lille, France",185,Summer dress ,35.96
"Lille, France",185,Nike Runners ,71.13
"Syracuse, United States of America",186,Food,158.81
"Syracuse, United States of America",186,Public Transport,50
"Syracuse, United States of America",186,Petrol 50L ,59
"Syracuse, United States of America",186,Utility Bills ,133.75
"Syracuse, United States of America",186,Internet 60mbps ,77.33
"Syracuse, United States of America",186,Gym Monthly ,30
"Syracuse, United States of America",186,Cinema Ticket,13.5
"Syracuse, United States of America",186,Levi 501 Jeans ,35
"Syracuse, United States of America",186,Summer dress ,31.66
"Syracuse, United States of America",186,Nike Runners ,89.8
"Stuttgart, Germany",187,Food,159.46
"Stuttgart, Germany",187,Public Transport,76.08
"Stuttgart, Germany",187,Petrol 50L ,112
"Stuttgart, Germany",187,Utility Bills ,239.55
"Stuttgart, Germany",187,Internet 60mbps ,35.23
"Stuttgart, Germany",187,Gym Monthly ,45.44
"Stuttgart, Germany",187,Cinema Ticket,12.64
"Stuttgart, Germany",187,Levi 501 Jeans ,81.84
"Stuttgart, Germany",187,Summer dress ,32.21
"Stuttgart, Germany",187,Nike Runners ,70.47
"Coquitlam, Canada",188,Food,155.35
"Coquitlam, Canada",188,Public Transport,88.94
"Coquitlam, Canada",188,Petrol 50L ,82.5
"Coquitlam, Canada",188,Utility Bills ,83.32
"Coquitlam, Canada",188,Internet 60mbps ,56.05
"Coquitlam, Canada",188,Gym Monthly ,35.58
"Coquitlam, Canada",188,Cinema Ticket,11.12
"Coquitlam, Canada",188,Levi 501 Jeans ,49.1
"Coquitlam, Canada",188,Summer dress ,29.18
"Coquitlam, Canada",188,Nike Runners ,83.38
"Red Deer, Canada",189,Food,145.54
"Red Deer, Canada",189,Public Transport,43.54
"Red Deer, Canada",189,Petrol 50L ,61
"Red Deer, Canada",189,Utility Bills ,196.79
"Red Deer, Canada",189,Internet 60mbps ,72.26
"Red Deer, Canada",189,Gym Monthly ,45.69
"Red Deer, Canada",189,Cinema Ticket,9.63
"Red Deer, Canada",189,Levi 501 Jeans ,48.09
"Red Deer, Canada",189,Summer dress ,34.94
"Red Deer, Canada",189,Nike Runners ,72.88
"Cologne, Germany",190,Food,149.8
"Cologne, Germany",190,Public Transport,101.16
"Cologne, Germany",190,Petrol 50L ,110
"Cologne, Germany",190,Utility Bills ,279.73
"Cologne, Germany",190,Internet 60mbps ,35.39
"Cologne, Germany",190,Gym Monthly ,34.71
"Cologne, Germany",190,Cinema Ticket,12.64
"Cologne, Germany",190,Levi 501 Jeans ,86.27
"Cologne, Germany",190,Summer dress ,30.56
"Cologne, Germany",190,Nike Runners ,80.61
"Aachen, Germany",191,Food,141.48
"Aachen, Germany",191,Public Transport,73.76
"Aachen, Germany",191,Petrol 50L ,116
"Aachen, Germany",191,Utility Bills ,244.06
"Aachen, Germany",191,Internet 60mbps ,31.17
"Aachen, Germany",191,Gym Monthly ,25.17
"Aachen, Germany",191,Cinema Ticket,10.54
"Aachen, Germany",191,Levi 501 Jeans ,91.37
"Aachen, Germany",191,Summer dress ,43.47
"Aachen, Germany",191,Nike Runners ,81.27
"Tallahassee, United States of America",192,Food,191.16
"Tallahassee, United States of America",192,Public Transport,19.5
"Tallahassee, United States of America",192,Petrol 50L ,54
"Tallahassee, United States of America",192,Utility Bills ,219.97
"Tallahassee, United States of America",192,Internet 60mbps ,68.25
"Tallahassee, United States of America",192,Gym Monthly ,31.5
"Tallahassee, United States of America",192,Cinema Ticket,15
"Tallahassee, United States of America",192,Levi 501 Jeans ,48.75
"Tallahassee, United States of America",192,Summer dress ,26.2
"Tallahassee, United States of America",192,Nike Runners ,83.33
"Bakersfield, United States of America",193,Food,204.81
"Bakersfield, United States of America",193,Public Transport,31
"Bakersfield, United States of America",193,Petrol 50L ,78
"Bakersfield, United States of America",193,Utility Bills ,312.5
"Bakersfield, United States of America",193,Internet 60mbps ,74
"Bakersfield, United States of America",193,Gym Monthly ,35
"Bakersfield, United States of America",193,Cinema Ticket,12
"Bakersfield, United States of America",193,Levi 501 Jeans ,42.5
"Bakersfield, United States of America",193,Summer dress ,30
"Bakersfield, United States of America",193,Nike Runners ,82.5
"Ann Arbor, United States of America",194,Food,198.06
"Ann Arbor, United States of America",194,Public Transport,58
"Ann Arbor, United States of America",194,Petrol 50L ,58.5
"Ann Arbor, United States of America",194,Utility Bills ,158.94
"Ann Arbor, United States of America",194,Internet 60mbps ,65.94
"Ann Arbor, United States of America",194,Gym Monthly ,43.33
"Ann Arbor, United States of America",194,Cinema Ticket,11
"Ann Arbor, United States of America",194,Levi 501 Jeans ,59.8
"Ann Arbor, United States of America",194,Summer dress ,36.25
"Ann Arbor, United States of America",194,Nike Runners ,76.11
"Nottingham, United Kingdom",195,Food,153.99
"Nottingham, United Kingdom",195,Public Transport,73.8
"Nottingham, United Kingdom",195,Petrol 50L ,96
"Nottingham, United Kingdom",195,Utility Bills ,138.44
"Nottingham, United Kingdom",195,Internet 60mbps ,39.47
"Nottingham, United Kingdom",195,Gym Monthly ,40.9
"Nottingham, United Kingdom",195,Cinema Ticket,13.22
"Nottingham, United Kingdom",195,Levi 501 Jeans ,90.88
"Nottingham, United Kingdom",195,Summer dress ,34.85
"Nottingham, United Kingdom",195,Nike Runners ,92.25
"Edmonton, Canada",196,Food,176.18
"Edmonton, Canada",196,Public Transport,74.11
"Edmonton, Canada",196,Petrol 50L ,63
"Edmonton, Canada",196,Utility Bills ,189.4
"Edmonton, Canada",196,Internet 60mbps ,59.09
"Edmonton, Canada",196,Gym Monthly ,46.98
"Edmonton, Canada",196,Cinema Ticket,11.12
"Edmonton, Canada",196,Levi 501 Jeans ,53.23
"Edmonton, Canada",196,Summer dress ,30.63
"Edmonton, Canada",196,Nike Runners ,78.77
"Las Vegas, United States of America",197,Food,177.18
"Las Vegas, United States of America",197,Public Transport,60
"Las Vegas, United States of America",197,Petrol 50L ,70
"Las Vegas, United States of America",197,Utility Bills ,187.27
"Las Vegas, United States of America",197,Internet 60mbps ,90.3
"Las Vegas, United States of America",197,Gym Monthly ,25.97
"Las Vegas, United States of America",197,Cinema Ticket,13.5
"Las Vegas, United States of America",197,Levi 501 Jeans ,46.25
"Las Vegas, United States of America",197,Summer dress ,36.62
"Las Vegas, United States of America",197,Nike Runners ,73.24
"Columbus, United States of America",198,Food,176.03
"Columbus, United States of America",198,Public Transport,62
"Columbus, United States of America",198,Petrol 50L ,56
"Columbus, United States of America",198,Utility Bills ,204.48
"Columbus, United States of America",198,Internet 60mbps ,60.74
"Columbus, United States of America",198,Gym Monthly ,35.92
"Columbus, United States of America",198,Cinema Ticket,12
"Columbus, United States of America",198,Levi 501 Jeans ,44.33
"Columbus, United States of America",198,Summer dress ,37.33
"Columbus, United States of America",198,Nike Runners ,76.85
"Turin, Italy",199,Food,159.17
"Turin, Italy",199,Public Transport,40.04
"Turin, Italy",199,Petrol 50L ,103
"Turin, Italy",199,Utility Bills ,190.84
"Turin, Italy",199,Internet 60mbps ,29.49
"Turin, Italy",199,Gym Monthly ,38.74
"Turin, Italy",199,Cinema Ticket,9.48
"Turin, Italy",199,Levi 501 Jeans ,65.27
"Turin, Italy",199,Summer dress ,29.12
"Turin, Italy",199,Nike Runners ,74.59
"Spokane, United States of America",200,Food,199.56
"Spokane, United States of America",200,Public Transport,60
"Spokane, United States of America",200,Petrol 50L ,63.5
"Spokane, United States of America",200,Utility Bills ,178.08
"Spokane, United States of America",200,Internet 60mbps ,68.4
"Spokane, United States of America",200,Gym Monthly ,27.5
"Spokane, United States of America",200,Cinema Ticket,11.5
"Spokane, United States of America",200,Levi 501 Jeans ,47.71
"Spokane, United States of America",200,Summer dress ,48.29
"Spokane, United States of America",200,Nike Runners ,86.86
"Kelowna, Canada",201,Food,160.44
"Kelowna, Canada",201,Public Transport,51.88
"Kelowna, Canada",201,Petrol 50L ,75
"Kelowna, Canada",201,Utility Bills ,100.35
"Kelowna, Canada",201,Internet 60mbps ,68.13
"Kelowna, Canada",201,Gym Monthly ,45.28
"Kelowna, Canada",201,Cinema Ticket,9.45
"Kelowna, Canada",201,Levi 501 Jeans ,49.66
"Kelowna, Canada",201,Summer dress ,34.28
"Kelowna, Canada",201,Nike Runners ,74.92
"Exeter, United Kingdom",202,Food,147.92
"Exeter, United Kingdom",202,Public Transport,73.19
"Exeter, United Kingdom",202,Petrol 50L ,96.5
"Exeter, United Kingdom",202,Utility Bills ,232.96
"Exeter, United Kingdom",202,Internet 60mbps ,38.75
"Exeter, United Kingdom",202,Gym Monthly ,28.53
"Exeter, United Kingdom",202,Cinema Ticket,11.07
"Exeter, United Kingdom",202,Levi 501 Jeans ,85.22
"Exeter, United Kingdom",202,Summer dress ,35.88
"Exeter, United Kingdom",202,Nike Runners ,86.98
"Glasgow, United Kingdom",203,Food,159.88
"Glasgow, United Kingdom",203,Public Transport,98.4
"Glasgow, United Kingdom",203,Petrol 50L ,99
"Glasgow, United Kingdom",203,Utility Bills ,225.34
"Glasgow, United Kingdom",203,Internet 60mbps ,35.55
"Glasgow, United Kingdom",203,Gym Monthly ,33.34
"Glasgow, United Kingdom",203,Cinema Ticket,12.3
"Glasgow, United Kingdom",203,Levi 501 Jeans ,78.8
"Glasgow, United Kingdom",203,Summer dress ,33.44
"Glasgow, United Kingdom",203,Nike Runners ,84.56
"Memphis, United States of America",204,Food,165.42
"Memphis, United States of America",204,Public Transport,42.5
"Memphis, United States of America",204,Petrol 50L ,54
